"site","survey_dat","latitude","longitude","n_otters","coords.x1","coords.x2"
"2017_H_06","2017/08/18",55.753021,-133.303375,"1",606482.910566598,6179895.42714851
"2017_H_06","2017/08/18",55.750942,-133.305191,"1",606374.605855064,6179661.29766113
"2017_H_06","2017/08/18",55.748508,-133.307907,"1",606210.767957384,6179386.28882959
"2017_H_06","2017/08/18",55.749886,-133.3125,"1",605918.76703861,6179532.59651402
"2017_H_06","2017/08/18",55.750347,-133.30777,"1",606214.36914481,6179591.13345356
"2017_H_06","2017/08/18",55.746841,-133.307831,"1",606220.067471083,6179200.90998566
"2017_H_06","2017/08/18",55.745411,-133.30928,"1",606133.00337297,6179039.566987
"2017_H_06","2017/08/18",55.747749,-133.303101,"1",606514.471051963,6179309.20701716
"2017_H_06","2017/08/18",55.741943,-133.312759,"1",605924.031653264,6178648.34329796
"2017_H_06","2017/08/18",55.763676,-133.318344,"1",605514.7556704,6181058.16687248
"2017_H_06","2017/08/18",55.763279,-133.317429,"1",605573.233705353,6181015.38423962
"2017_H_06","2017/08/18",55.765293,-133.315887,"15",605664.529089597,6181241.84331653
"2017_H_06","2017/08/18",55.762077,-133.307022,"1",606229.421672325,6180897.53657202
"2017_H_06","2017/08/18",55.767059,-133.31839,"5",605502.732836796,6181434.5416816
"2017_H_06","2017/08/18",55.761868,-133.329453,"1",604822.649864076,6180840.120105
"2017_H_07","2017/08/18",55.634641,-133.402951,"1",600537.352605051,6166574.0662017
"2017_H_07","2017/08/18",55.632118,-133.400299,"2",600710.757360281,6166297.16469376
"2017_H_07","2017/08/18",55.630951,-133.399261,"1",600779.09492928,6166168.81370308
"2017_H_07","2017/08/18",55.62653,-133.398422,"1",600843.264804307,6165678.08649572
"2017_H_07","2017/08/18",55.630482,-133.411957,"1",599981.050672672,6166098.26304517
"2017_H_07","2017/08/18",55.63345,-133.407928,"1",600227.110548512,6166434.33879737
"2017_H_07","2017/08/18",55.624031,-133.403564,"2",600525.926064596,6165392.55166996
"2017_H_07","2017/08/18",55.629482,-133.396286,"2",600970.154371239,6166009.67505794
"2017_H_07","2017/08/18",55.625046,-133.39502,"1",601061.270173238,6165517.90304167
"2017_H_07","2017/08/18",55.625599,-133.402679,"1",600577.632616995,6165568.31268534
"2017_H_07","2017/08/18",55.626617,-133.393112,"2",601177.352805189,6165695.49529957
"2017_H_07","2017/08/18",55.622452,-133.410294,"1",600106.208931906,6165207.12188951
"2017_H_07","2017/08/18",55.631229,-133.42305,"12",599280.825557722,6166165.46114533
"2017_H_07","2017/08/18",55.632355,-133.437057,"1",598396.237545711,6166270.80941905
"2017_H_07","2017/08/18",55.637291,-133.434525,"1",598543.236277238,6166823.65844634
"2017_H_07","2017/08/18",55.638657,-133.434692,"1",598529.29610164,6166975.42385877
"2017_M_07","2017/08/19",55.547607,-133.459183,"1",597212.679125398,6156809.30258924
"2017_M_07","2017/08/19",55.546917,-133.45842,"1",597262.517733108,6156733.59106651
"2017_M_07","2017/08/19",55.5457,-133.457352,"9",597332.902193508,6156599.66568547
"2017_M_07","2017/08/19",55.544029,-133.458084,"1",597290.847963154,6156412.70068482
"2017_M_07","2017/08/19",55.542931,-133.460953,"1",597112.544036884,6156286.50733864
"2017_M_07","2017/08/19",55.543438,-133.462982,"1",596983.278724211,6156340.08933649
"2017_M_07","2017/08/19",55.563354,-133.449188,"1",597804.103138716,6158575.57391079
"2017_M_07","2017/08/19",55.564201,-133.45285,"7",597571.074749924,6158664.67333136
"2017_M_07","2017/08/19",55.576454,-133.465302,"1",596755.726408544,6160010.70559498
"2017_M_07","2017/08/19",55.563843,-133.427475,"1",599172.108584519,6158660.77464209
"2017_M_07","2017/08/19",55.574669,-133.424988,"1",599301.617877319,6159868.9839248
"2017_M_07","2017/08/19",55.577259,-133.413406,"1",600025.189998164,6160173.80533384
"2017_L_01","2017/08/20",55.262367,-132.980148,"1",628353.18228729,6125847.50015727
"2017_L_01","2017/08/20",55.270611,-132.988403,"1",627802.211482801,6126749.55671907
"2017_L_01","2017/08/20",55.270653,-132.993088,"1",627504.468878714,6126745.64881702
"2017_L_01","2017/08/20",55.267639,-132.994293,"1",627437.574399747,6126408.1072337
"2017_L_01","2017/08/20",55.268864,-133.000534,"1",627037.183034835,6126533.00775062
"2017_L_01","2017/08/20",55.269344,-133.010056,"1",626430.757971545,6126569.09865315
"2017_L_01","2017/08/20",55.268036,-133.007324,"1",626608.471844743,6126428.52928626
"SHB","2017/08/20",55.191471,-132.876587,"1",635173.249922292,6118155.4492173
