SIN,ID,Date.Collected,Size.mm,Species,Frozen.Weight,Live.Weight,Date.Dissected,Dissected.Weight,Notes,SEX,Site.location,Season,site.number,Dried,Ash,Bomb,SI,SPV,Tissue,PreyCat
NA,19-018,2/18/19,23,prs,3.18,NA,3/4/19,0.92,"Wadleigh, bagged together: 018, 019, 020",NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Clam
NA,19-019,2/18/19,19.5,prs,2.01,NA,3/4/19,0.7,"Wadleigh, bagged together: 018, 019, 020",NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Clam
NA,19-020,2/18/19,15,prs,0.82,NA,3/4/19,0.22,"Wadleigh, bagged together: 018, 019, 020",NA,Craig,Winter,2,NA,NA,NA,NA,NA,whole,Clam
NA,18-006,5/3/18,40,prs,NA,24.03,5/3/18,6.42,NA,NA,Craig,Spring,2,NA,NA,NA,NA,NA,whole,Clam
NA,18-195,8/3/18,24,prs,3.76,NA,8/8/18,1.6,"Kaguk, bagged with remaining prs",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-196,8/3/18,25.5,prs,4.56,NA,8/8/18,2.28,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-197,8/3/18,35,prs,10.38,NA,8/8/18,4.53,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-198,8/3/18,27,prs,5.5,NA,8/8/18,2.61,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-199,8/3/18,32,prs,8.21,NA,8/8/18,4.02,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-200,8/3/18,29.5,prs,5.6,NA,8/8/18,2.76,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-201,8/3/18,27.5,prs,5.82,NA,8/8/18,2.82,"Kaguk, bagged with remaining prs",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-202,8/3/18,27,prs,6.63,NA,8/8/18,2.71,"Kaguk, bagged with remaining prs",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-203,8/3/18,24,prs,3.96,NA,8/8/18,2.08,"Kaguk, bagged with remaining prs",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-204,8/3/18,24,prs,3.78,NA,8/8/18,1.99,"Kaguk, bagged with remaining prs",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-205,8/3/18,24,prs,4.29,NA,8/8/18,2.33,"Kaguk, bagged with remaining prs",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-206,8/3/18,23,prs,3.9,NA,8/8/18,2.08,"Kaguk, bagged with remaining prs",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-207,8/3/18,20,prs,2.79,NA,8/8/18,1.58,"Kaguk, bagged with remaining prs",NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-233,8/3/18,31.5,prs,8.16,NA,8/8/18,3.61,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-234,8/3/18,34.5,prs,13.47,NA,8/8/18,5.11,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-235,8/3/18,35.5,prs,17.78,NA,8/8/18,7.01,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-236,8/3/18,26,prs,5.47,NA,8/8/18,2.26,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-237,8/3/18,34,prs,8.72,NA,8/8/18,3.43,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-300,8/8/18,47,prs,25.56,NA,8/9/18,12.03,"S. Wadleigh, bagged with 301",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Clam
NA,18-301,8/8/18,52.5,prs,44.78,NA,8/9/18,16.52,"S. Wadleigh, bagged with 300",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Clam
NA,18-321,8/8/18,59.5,prs,71.25,NA,8/9/18,27.31,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,Clam
NA,18-366,8/10/18,56,prs,55.58,NA,8/14/18,21.32,Soda Bay,NA,Soda Bay,Summer,9,NA,NA,NA,NA,NA,whole,Clam
NA,18-439,8/2/18,43,prs,24.43,NA,9/4/18,8.86,** accidently repeated this number! North Pass,NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Clam
NA,18-440,8/2/18,41,prs,22.2,NA,9/4/18,7.57,North Pass,NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Clam
NA,18-441,8/2/18,42,prs,28.14,NA,9/4/18,8.26,North Pass,NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Clam
NA,18-442,8/2/18,36.5,prs,20.67,NA,9/4/18,7.63,North Pass,NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Clam
NA,18-443,8/2/18,40,prs,24.26,NA,9/4/18,9.33,North Pass,NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Clam
NA,18-436,8/15/18,53,pup,NA,79.45,8/15/18,24.22,Nossuk,f,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-437,8/15/18,48,pup,NA,86.63,8/15/18,31.7,Nossuk,m,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-438,8/15/18,59,pup,NA,106.19,8/15/18,28.11,Nossuk,f,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-439,8/15/18,46,pup,NA,68.75,8/15/18,11.5,Nossuk,m,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-483,8/8/18,49,pup,44.53,NA,9/11/18,8.72,Alberto,m,Craig,Summer,5,NA,NA,NA,NA,NA,whole,Crab
NA,18-496,8/15/18,19,pup,2.9,NA,2/11/19,1.19,Nossuk,f,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-193,8/3/18,31.5,sag,6.17,NA,8/8/18,3.22,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-194,8/3/18,36,sag,19.42,NA,8/8/18,10.86,Kaguk,NA,Nossuk,Summer,20,NA,NA,NA,NA,NA,whole,Clam
NA,18-231,8/3/18,33,sag,7.18,NA,8/8/18,3.23,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-283,8/8/18,40.5,sag,15.85,NA,8/9/18,7.69,"S. Wadleigh, bagged with 284",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Clam
NA,18-284,8/8/18,42.5,sag,17.3,NA,8/9/18,8.65,"S. Wadleigh, bagged with 283",NA,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Clam
NA,18-445,8/15/18,42,sag,15.35,NA,9/4/18,7.23,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-446,8/15/18,43,sag,15.53,NA,9/4/18,7.32,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-447,8/15/18,36,sag,10.1,NA,9/4/18,4.84,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,18-448,8/15/18,45,sag,20.23,NA,9/4/18,10.24,Nossuk,NA,Nossuk,Summer,21,NA,NA,NA,NA,NA,whole,Clam
NA,19-041,2/17/19,40,sag,12.99,NA,3/6/19,6.17,Soda Bay,NA,Soda Bay,Winter,8,NA,NA,NA,NA,NA,whole,Clam
NA,18-326,8/8/18,23,std,4.62,NA,8/9/18,1.12,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,Urchin
NA,18-327,8/8/18,22,std,4.45,NA,8/9/18,1.23,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,Urchin
NA,18-431,8/15/18,24.5,std,NA,6.92,8/15/18,0.95,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Urchin
NA,18-432,8/15/18,24,std,NA,5.13,8/15/18,0.85,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Urchin
NA,18-433,8/15/18,25.5,std,NA,6.04,8/15/18,1.54,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Urchin
NA,18-434,8/15/18,19,std,NA,3.19,8/15/18,0.46,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Urchin
NA,18-435,8/15/18,21,std,NA,3.74,8/15/18,0.87,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Urchin
NA,19-096,2/17/19,34,std,11.06,NA,6/18/19,1.36,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Urchin
NA,19-097,2/17/19,29,std,7.65,NA,6/18/19,0.09,SB #2 rocky,NA,Soda Bay,Winter,9,NA,NA,NA,NA,NA,whole,Urchin
NA,18-426,8/15/18,51,stf,NA,37.6,8/15/18,8.63,Whale Rock,NA,Nossuk,Summer,27,NA,NA,NA,NA,NA,whole,Urchin
NA,18-427,8/15/18,41,stf,NA,25.42,8/15/18,8.14,Whale Rock,NA,Nossuk,Summer,27,NA,NA,NA,NA,NA,whole,Urchin
NA,18-429,8/15/18,33,stf,NA,12.54,8/15/18,3.37,Whale Rock,NA,Nossuk,Summer,27,NA,NA,NA,NA,NA,whole,Urchin
NA,18-430,8/15/18,30,stf,NA,12.33,8/15/18,3.22,Whale Rock,NA,Nossuk,Summer,27,NA,NA,NA,NA,NA,whole,Urchin
NA,18-428,8/15/18,42,stf,NA,28.87,8/15/18,8.3,Whale Rock,NA,Nossuk,Summer,27,NA,NA,NA,NA,NA,whole,Urchin
NA,18-145,5/18/18,52,stp,45.91,NA,5/26/18,2.4,NA,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,NA
NA,18-469,7/31/18,58,tec,47.76,NA,NA,12.43,Guktu,m,Nossuk,Summer,31,NA,NA,NA,NA,NA,whole,Crab
NA,18-470,7/31/18,48,tec,27.28,NA,NA,8.08,Guktu,m,Nossuk,Summer,31,NA,NA,NA,NA,NA,whole,Crab
NA,18-471,7/31/18,45,tec,19.99,NA,NA,7.72,Guktu,f,Nossuk,Summer,31,NA,NA,NA,NA,NA,whole,Crab
NA,18-472,7/31/18,59.5,tec,40.74,NA,NA,9.79,Guktu,m,Nossuk,Summer,31,NA,NA,NA,NA,NA,whole,Crab
NA,18-491,5/18/18,45,tec,43.03,NA,1/30/19,14.86,Salt Lake Bay pots,m,NA,Spring,12,NA,NA,NA,NA,NA,whole,Crab
NA,18-492,5/18/18,53,tec,73.27,NA,2/4/19,28.95,Salt Lake Bay pots,m,NA,Spring,12,NA,NA,NA,NA,NA,whole,Crab
NA,18-493,5/18/18,42,tec,43.99,NA,2/4/19,15.4,Salt Lake Bay pots,m,NA,Spring,12,NA,NA,NA,NA,NA,whole,Crab
NA,18-494,5/18/18,45,tec,42.08,NA,2/11/19,15.71,Salt Lake Bay pots,m,NA,Spring,12,NA,NA,NA,NA,NA,whole,Crab
NA,18-495,5/18/18,42,tec,40.94,NA,2/11/19,15.01,Salt Lake Bay pots,m,NA,Spring,12,NA,NA,NA,NA,NA,whole,Crab
NA,18-528,7/31/18,37,tec,19.95,NA,12/20/18,8.37,"Nossuk, Seine",m,Nossuk,Summer,16,NA,NA,NA,NA,NA,whole,Crab
NA,18-529,7/31/18,47.5,tec,40.07,NA,12/20/18,17.48,"Nossuk, Seine",f,Nossuk,Summer,16,NA,NA,NA,NA,NA,whole,Crab
NA,18-530,7/31/18,50.5,tec,45.35,NA,12/20/18,18.25,"Nossuk, Seine",f,Nossuk,Summer,16,NA,NA,NA,NA,NA,whole,Crab
NA,18-531,7/31/18,39,tec,19.96,NA,12/20/18,7.29,"Nossuk, Seine",m,Nossuk,Summer,16,NA,NA,NA,NA,NA,whole,Crab
NA,18-110,5/18/18,24,tes,3.7,NA,5/20/18,1.27,listed as tef on bag,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-111,5/18/18,25,tes,4.98,NA,5/20/18,1.09,listed as tef on bag,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-112,5/18/18,21,tes,3.21,NA,5/20/18,1.03,listed as tef on bag,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-113,5/18/18,20,tes,2.58,NA,5/20/18,0.88,listed as tef on bag,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-114,5/18/18,16,tes,1.64,NA,5/20/18,0.37,listed as tef on bag,NA,NA,Spring,12,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-338,8/8/18,24,tes,5.75,NA,8/9/18,0.79,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-339,8/8/18,25.5,tes,7.26,NA,8/9/18,1.17,Alberto Is.,NA,Craig,Summer,5,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-413,8/12/18,33,tes,12.1,NA,8/14/18,4.77,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-414,8/12/18,32,tes,14.67,NA,8/14/18,4.83,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-553,8/15/18,33,tes,12.29,NA,4/1/19,1.3,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-556,8/15/18,21,tes,5.06,NA,4/1/19,1.53,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-557,8/15/18,20,tes,6.41,NA,4/1/19,1.34,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-558,8/15/18,20,tes,5.4,NA,4/1/19,1.08,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-559,8/15/18,29,tes,9.32,NA,4/1/19,2.84,Nossuk,NA,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-649,8/15/18,20.5,tes,5.56,NA,4/1/19,1.38,"Nossuk, should have been 18-554",NA,Nossuk,Summer,27,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-650,8/15/18,20,tes,5.59,NA,4/1/19,1.38,"Nossuk, should have been 18-555",NA,Nossuk,Summer,27,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-412,8/12/18,34,tes,13.68,NA,8/14/18,5.14,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,Herb Snail
NA,18-411,8/12/18,31,tes,11.81,NA,8/14/18,4.3,Midway Is.,NA,Soda Bay,Summer,29,NA,NA,NA,NA,NA,whole,Herb Snail
NA,NA,4/15/20,150,pas,NA,45,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,200,pas,NA,109,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,170,pas,NA,84,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,150,pas,NA,57,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,140,pas,NA,37,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,130,pas,NA,20,NA,NA,Pandalus hypsinotis,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,170,pas,NA,46,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,150,pas,NA,29,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,125,pas,NA,33,NA,NA,Pandalus hypsinotis,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,145,pas,NA,29,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,105,pas,NA,16,NA,NA,Pandalus hypsinotis,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,110,pas,NA,19,NA,NA,Pandalus hypsinotis,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,90,pas,NA,11,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,130,pas,NA,28,NA,NA,Pandalus hypsinotis,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,65,pas,NA,15,NA,NA,Lebbeus groenlandicus,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,105,pas,NA,15,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,150,pas,NA,25,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,100,pas,NA,10,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,110,pas,NA,14,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
NA,NA,4/15/20,105,pas,NA,7,NA,NA,Pandalus platyceros,NA,StJamesBay_Juneau,NA,NA,NA,NA,NA,NA,NA,whole,NA
