site,transect_location,species_common,death_estimate,width_mm
Shinaku Inlet,Edge,Cockle,Whole,39
Shinaku Inlet,Edge,Cockle,Whole,35
Shinaku Inlet,Edge,Steamer clam,Sea Otter,55
Shinaku Inlet,Edge,Steamer clam,Sea Otter,55
Shinaku Inlet,Edge,Steamer clam,Whole,37
Shinaku Inlet,Edge,Steamer clam,Whole,26
Shinaku Inlet,Edge,Steamer clam,Whole,51
Shinaku Inlet,Inside,Butter clam,Sea Otter,71
Shinaku Inlet,Inside,Butter clam,Sea Otter,55
Shinaku Inlet,Inside,Butter clam,Whole,51
Shinaku Inlet,Inside,Cockle,Sea Otter,57
Shinaku Inlet,Inside,Cockle,Whole,36
Shinaku Inlet,Inside,Cockle,Whole,53
Shinaku Inlet,Inside,Cockle,Whole,32
Shinaku Inlet,Inside,Cockle,Whole,42
Shinaku Inlet,Inside,Pointed macoma,Sea Otter,46
Shinaku Inlet,Inside,Steamer clam,Sea Otter,45
Shinaku Inlet,Inside,Steamer clam,Sea Otter,46
Shinaku Inlet,Inside,Steamer clam,Sea Otter,37
Shinaku Inlet,Inside,Steamer clam,Sea Otter,43
Shinaku Inlet,Inside,Steamer clam,Sea Otter,50
Shinaku Inlet,Inside,Steamer clam,Whole,44
Shinaku Inlet,Outside,Bentnose macoma,Whole,40
Shinaku Inlet,Outside,Bentnose macoma,Whole,39
Shinaku Inlet,Outside,Bentnose macoma,Whole,39
Shinaku Inlet,Outside,Bentnose macoma,Whole,36
Shinaku Inlet,Outside,Bentnose macoma,Whole,39
Shinaku Inlet,Outside,Bentnose macoma,Whole,37
Shinaku Inlet,Outside,Bentnose macoma,Whole,45
Shinaku Inlet,Outside,Bentnose macoma,Whole,43
Shinaku Inlet,Outside,Bentnose macoma,Whole,39
Shinaku Inlet,Outside,Bentnose macoma,Whole,33
Shinaku Inlet,Outside,Bentnose macoma,Whole,39
Shinaku Inlet,Outside,Bentnose macoma,Whole,40
Shinaku Inlet,Outside,Bentnose macoma,Whole,39
Shinaku Inlet,Outside,Bentnose macoma,Whole,38
Shinaku Inlet,Outside,Butter clam,Sea Otter,65
Shinaku Inlet,Outside,Butter clam,Sea Otter,52
Shinaku Inlet,Outside,Cockle,Sea Otter,48
Shinaku Inlet,Outside,Cockle,Sea Otter,30
Shinaku Inlet,Outside,Cockle,Whole,35
Shinaku Inlet,Outside,Cockle,Whole,30
Shinaku Inlet,Outside,Cockle,Whole,52
Shinaku Inlet,Outside,Cockle,Whole,28
Shinaku Inlet,Outside,Cockle,Whole,38
Shinaku Inlet,Outside,Pointed macoma,Whole,42
Shinaku Inlet,Outside,Pointed macoma,Whole,40
Shinaku Inlet,Outside,Steamer clam,Sea Otter,44
Shinaku Inlet,Outside,Steamer clam,Sea Otter,38
Shinaku Inlet,Outside,Steamer clam,Whole,31
Shinaku Inlet,Outside,Steamer clam,Whole,29
Shinaku Inlet,Outside,Steamer clam,Whole,23
Soda Bay,Edge,Butter clam,Sea Otter,60
Soda Bay,Edge,Butter clam,Sea Otter,81
Soda Bay,Edge,Butter clam,Sea Otter,82
Soda Bay,Edge,Butter clam,Crab,64
Soda Bay,Edge,Butter clam,Whole,92
Soda Bay,Edge,Butter clam,Whole,84
Soda Bay,Edge,Butter clam,Whole,83
Soda Bay,Edge,Butter clam,Whole,77
Soda Bay,Edge,Butter clam,Whole,73
Soda Bay,Edge,Butter clam,Whole,76
Soda Bay,Edge,Butter clam,Whole,65
Soda Bay,Edge,Butter clam,Whole,70
Soda Bay,Edge,Butter clam,Whole,81
Soda Bay,Edge,Butter clam,Whole,84
Soda Bay,Edge,Butter clam,Whole,81
Soda Bay,Edge,Butter clam,Whole,72
Soda Bay,Edge,Butter clam,Whole,82
Soda Bay,Edge,Butter clam,Whole,77
Soda Bay,Edge,Butter clam,Whole,82
Soda Bay,Edge,Butter clam,Whole,70
Soda Bay,Edge,Butter clam,Whole,67
Soda Bay,Edge,Butter clam,Whole,70
Soda Bay,Edge,Cockle,Sea Otter,50
Soda Bay,Edge,Cockle,Sea Otter,55
Soda Bay,Edge,Cockle,Sea Otter,57
Soda Bay,Edge,Cockle,Sea Otter,55
Soda Bay,Edge,Pointed macoma,Whole,40
Soda Bay,Edge,Steamer clam,Sea Otter,50
Soda Bay,Edge,Steamer clam,Sea Otter,46
Soda Bay,Edge,Steamer clam,Crab,55
Soda Bay,Edge,Steamer clam,Crab,50
Soda Bay,Edge,Steamer clam,Crab,46
Soda Bay,Edge,Steamer clam,Crab,47
Soda Bay,Edge,Steamer clam,Crab,45
Soda Bay,Edge,Steamer clam,Whole,59
Soda Bay,Edge,Steamer clam,Whole,32
Soda Bay,Edge,Steamer clam,Whole,60
Soda Bay,Edge,Steamer clam,Whole,61
Soda Bay,Edge,Steamer clam,Whole,63
Soda Bay,Edge,Steamer clam,Whole,59
Soda Bay,Edge,Steamer clam,Whole,37
Soda Bay,Edge,Steamer clam,Whole,52
Soda Bay,Edge,Steamer clam,Whole,50
Soda Bay,Edge,Steamer clam,Whole,58
Soda Bay,Edge,Steamer clam,Whole,55
Soda Bay,Edge,Steamer clam,Whole,47
Soda Bay,Inside,Bentnose macoma,Whole,57
Soda Bay,Inside,Bentnose macoma,Whole,54
Soda Bay,Inside,Butter clam,Sea Otter,65
Soda Bay,Inside,Butter clam,Sea Otter,78
Soda Bay,Inside,Butter clam,Whole,72
Soda Bay,Inside,Butter clam,Whole,73
Soda Bay,Inside,Butter clam,Whole,83
Soda Bay,Inside,Cockle,Sea Otter,83
Soda Bay,Inside,Cockle,Crab,46
Soda Bay,Inside,Cockle,Whole,75
Soda Bay,Inside,Steamer clam,Sea Otter,59
Soda Bay,Outside,Bentnose macoma,Crab,56
Soda Bay,Outside,Butter clam,Whole,71
Soda Bay,Outside,Butter clam,Whole,67
Soda Bay,Outside,Butter clam,Whole,61
Soda Bay,Outside,Butter clam,Whole,77
Soda Bay,Outside,Butter clam,Whole,54
Soda Bay,Outside,Butter clam,Whole,58
Soda Bay,Outside,Butter clam,Whole,76
Soda Bay,Outside,Butter clam,Whole,71
Soda Bay,Outside,Butter clam,Whole,70
Soda Bay,Outside,Cockle,Sea Otter,56
Soda Bay,Outside,Cockle,Sea Otter,43
Soda Bay,Outside,Cockle,Whole,42
Soda Bay,Outside,Cockle,Whole,45
Soda Bay,Outside,Cockle,Whole,38
Soda Bay,Outside,Cockle,Whole,45
Soda Bay,Outside,Cockle,Whole,16
Soda Bay,Outside,Cockle,Whole,18
Soda Bay,Outside,Cockle,Whole,14
Soda Bay,Outside,Cockle,Whole,32
Soda Bay,Outside,Pointed macoma,Crab,17
Soda Bay,Outside,Pointed macoma,Whole,40
Soda Bay,Outside,Pointed macoma,Whole,38
Soda Bay,Outside,Pointed macoma,Whole,37
Soda Bay,Outside,Pointed macoma,Whole,47
Soda Bay,Outside,Steamer clam,Sea Otter,46
Soda Bay,Outside,Steamer clam,Sea Otter,51
Soda Bay,Outside,Steamer clam,Crab,47
Soda Bay,Outside,Steamer clam,Crab,51
Soda Bay,Outside,Steamer clam,Whole,43
Soda Bay,Outside,Steamer clam,Whole,45
Soda Bay,Outside,Steamer clam,Whole,50
Soda Bay,Outside,Steamer clam,Whole,45
Soda Bay,Outside,Steamer clam,Whole,46
Soda Bay,Outside,Steamer clam,Whole,51
Soda Bay,Outside,Steamer clam,Whole,42
Soda Bay,Outside,Steamer clam,Whole,55
Soda Bay,Outside,Steamer clam,Whole,54
Soda Bay,Outside,Steamer clam,Whole,49
Soda Bay,Outside,Steamer clam,Whole,47
Soda Bay,Outside,Steamer clam,Whole,42
Soda Bay,Outside,Steamer clam,Whole,46
Soda Bay,Outside,Steamer clam,Whole,44
Soda Bay,Outside,Steamer clam,Whole,50
Soda Bay,Outside,Steamer clam,Whole,32
Soda Bay,Outside,Steamer clam,Whole,50
Soda Bay,Outside,Steamer clam,Whole,47
Soda Bay,Outside,Steamer clam,Whole,42
Soda Bay,Outside,Steamer clam,Whole,50
Soda Bay,Outside,Steamer clam,Whole,45
Soda Bay,Outside,Steamer clam,Whole,54
Soda Bay,Outside,Steamer clam,Whole,49
Soda Bay,Outside,Steamer clam,Whole,45
Soda Bay,Outside,Steamer clam,Whole,30
Soda Bay,Outside,Steamer clam,Whole,39
Sukkwan Narrows,Edge,Bentnose macoma,Whole,52
Sukkwan Narrows,Edge,Butter clam,Sea Otter,63
Sukkwan Narrows,Edge,Butter clam,Sea Otter,87
Sukkwan Narrows,Edge,Butter clam,Sea Otter,50
Sukkwan Narrows,Edge,Butter clam,Crab,50
Sukkwan Narrows,Edge,Cockle,Sea Otter,65
Sukkwan Narrows,Edge,Cockle,Sea Otter,74
Sukkwan Narrows,Edge,Cockle,Sea Otter,75
Sukkwan Narrows,Edge,Cockle,Sea Otter,79
Sukkwan Narrows,Edge,Cockle,Whole,60
Sukkwan Narrows,Edge,Cockle,Whole,64
Sukkwan Narrows,Edge,Steamer clam,Sea Otter,58
Sukkwan Narrows,Edge,Steamer clam,Sea Otter,61
Sukkwan Narrows,Edge,Steamer clam,Sea Otter,55
Sukkwan Narrows,Edge,Steamer clam,Sea Otter,61
Sukkwan Narrows,Edge,Steamer clam,Whole,55
Sukkwan Narrows,Edge,Steamer clam,Whole,60
Sukkwan Narrows,Edge,Steamer clam,Whole,58
Sukkwan Narrows,Edge,Steamer clam,Whole,56
Sukkwan Narrows,Edge,Steamer clam,Whole,55
Sukkwan Narrows,Edge,Steamer clam,Whole,64
Sukkwan Narrows,Inside,Bentnose macoma,Sea Otter,54
Sukkwan Narrows,Inside,Bentnose macoma,Sea Otter,55
Sukkwan Narrows,Inside,Bentnose macoma,Sea Otter,55
Sukkwan Narrows,Inside,Butter clam,Sea Otter,41
Sukkwan Narrows,Inside,Butter clam,Sea Otter,82
Sukkwan Narrows,Inside,Cockle,Sea Otter,85
Sukkwan Narrows,Inside,Pointed macoma,Sea Otter,56
Sukkwan Narrows,Inside,Pointed macoma,Sea Otter,46
Sukkwan Narrows,Inside,Pointed macoma,Sea Otter,42
Sukkwan Narrows,Inside,Pointed macoma,Whole,35
Sukkwan Narrows,Inside,Steamer clam,Sea Otter,60
Sukkwan Narrows,Outside,Bentnose macoma,Whole,50
Sukkwan Narrows,Outside,Butter clam,Sea Otter,82
Sukkwan Narrows,Outside,Butter clam,Sea Otter,55
Sukkwan Narrows,Outside,Butter clam,Sea Otter,73
Sukkwan Narrows,Outside,Butter clam,Sea Otter,82
Sukkwan Narrows,Outside,Butter clam,Sea Otter,83
Sukkwan Narrows,Outside,Butter clam,Sea Otter,49
Sukkwan Narrows,Outside,Butter clam,Sea Otter,45
Sukkwan Narrows,Outside,Butter clam,Sea Otter,40
Sukkwan Narrows,Outside,Butter clam,Sea Otter,54
Sukkwan Narrows,Outside,Butter clam,Sea Otter,60
Sukkwan Narrows,Outside,Butter clam,Sea Otter,44
Sukkwan Narrows,Outside,Butter clam,Sea Otter,50
Sukkwan Narrows,Outside,Butter clam,Whole,80
Sukkwan Narrows,Outside,Butter clam,Whole,72
Sukkwan Narrows,Outside,Butter clam,Whole,42
Sukkwan Narrows,Outside,Butter clam,Whole,56
Sukkwan Narrows,Outside,Butter clam,Whole,54
Sukkwan Narrows,Outside,Cockle,Sea Otter,79
Sukkwan Narrows,Outside,Cockle,Whole,72
Sukkwan Narrows,Outside,Cockle,Whole,78
Sukkwan Narrows,Outside,Cockle,Whole,52
Sukkwan Narrows,Outside,Cockle,Whole,72
Sukkwan Narrows,Outside,Cockle,Whole,65
Sukkwan Narrows,Outside,Cockle,Whole,23
Sukkwan Narrows,Outside,Pointed macoma,Whole,22
Sukkwan Narrows,Outside,Pointed macoma,Whole,42
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,45
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,54
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,46
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,62
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,46
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,62
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,59
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,52
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,45
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,50
Sukkwan Narrows,Outside,Steamer clam,Sea Otter,55
Sukkwan Narrows,Outside,Steamer clam,Whole,59
Sukkwan Narrows,Outside,Steamer clam,Whole,59
Sukkwan Narrows,Outside,Steamer clam,Whole,54
Sukkwan Narrows,Outside,Steamer clam,Whole,57
Sukkwan Narrows,Outside,Steamer clam,Whole,52
Sukkwan Narrows,Outside,Steamer clam,Whole,46
Sukkwan Narrows,Outside,Steamer clam,Whole,63
Sukkwan Narrows,Outside,Steamer clam,Whole,56
Sukkwan Narrows,Outside,Steamer clam,Whole,49
Sukkwan Narrows,Outside,Steamer clam,Whole,54
Sukkwan Narrows,Outside,Steamer clam,Whole,55
Sukkwan Narrows,Outside,Steamer clam,Whole,59
Sukkwan Narrows,Outside,Steamer clam,Whole,61
Sukkwan Narrows,Outside,Steamer clam,Whole,60
